0000:3f:0a.3 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0b.0 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0b.3 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0c.0 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0c.1 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0c.2 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0d.0 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0d.1 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0d.2 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0e.0 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0e.1 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0f.0 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0f.1 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0f.2 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0f.3 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0f.4 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:3f:0f.5 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:40:01.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:40:02.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:40:03.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:40:05.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:40:05.2 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:41:00.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:0a:00.0 0,2,4,6,8,10,12,14,16,18,20,22 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00555555
0000:7f:08.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:09.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:10.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:10.1 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:10.2 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:10.3 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:10.4 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:10.5 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:10.7 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:13.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:13.1 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:13.4 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:13.5 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:16.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:16.1 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:16.2 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0a.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0a.1 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0a.2 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0a.3 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0b.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0b.3 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0c.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0c.1 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0c.2 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0d.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0d.1 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0d.2 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0e.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0e.1 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0f.0 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0f.1 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0f.2 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0f.3 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0f.4 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
0000:7f:0f.5 1,3,5,7,9,11,13,15,17,19,21,23 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00aaaaaa
