"Payload(Bytes)" "PCIe Write BW" "PCIe Write Trans/s" "PCIe Read BW" "PCIe Read Trans/s" "PCIe Read/Write BW" "PCIe Read/Write Trans/s" "40G Ethernet BW" "40G Ethernet PPS" 
1706 52.70 3861043.6 53.49 3919607.6 50.13 3672891.2 39.54 2896871
1707 52.70 3858984.4 53.50 3917485.5 50.13 3671027.8 39.54 2895193
1708 52.70 3856927.3 53.50 3915365.6 50.14 3669166.2 39.54 2893518
1709 52.70 3854872.5 53.50 3913248.1 50.14 3667306.5 39.54 2891844
1710 52.71 3852819.9 53.50 3911132.8 50.14 3665448.7 39.54 2890173
1711 52.71 3850769.4 53.51 3909019.8 50.15 3663592.8 39.54 2888503
1712 52.71 3848721.1 53.51 3906909.1 50.15 3661738.7 39.54 2886836
1713 52.71 3846675.0 53.51 3904800.7 50.16 3659886.5 39.54 2885170
1714 52.72 3844631.1 53.51 3902694.6 50.16 3658036.3 39.54 2883506
1715 52.72 3842589.3 53.52 3900590.7 50.16 3656187.8 39.54 2881844
1716 52.72 3840549.7 53.52 3898489.1 50.17 3654341.3 39.54 2880184
1717 52.73 3838512.3 53.52 3896389.7 50.17 3652496.6 39.54 2878526
1718 52.73 3836477.0 53.52 3894292.6 50.17 3650653.7 39.54 2876869
1719 52.73 3834443.9 53.53 3892197.8 50.18 3648812.8 39.54 2875215
1720 52.73 3832413.0 53.53 3890105.2 50.18 3646973.6 39.54 2873563
1721 52.74 3830384.2 53.53 3888014.9 50.19 3645136.4 39.54 2871912
1722 52.74 3828357.5 53.53 3885926.8 50.19 3643301.0 39.54 2870264
1723 52.74 3826333.0 53.53 3883841.0 50.19 3641467.4 39.54 2868617
1724 52.74 3824310.6 53.54 3881757.4 50.20 3639635.7 39.54 2866972
1725 52.75 3822290.4 53.54 3879676.0 50.20 3637805.8 39.54 2865329
1726 52.75 3820272.3 53.54 3877596.8 50.21 3635977.7 39.54 2863688
1727 52.75 3818256.3 53.54 3875519.9 50.21 3634151.5 39.54 2862049
1728 52.76 3816242.5 53.55 3873445.2 50.21 3632327.2 39.54 2860411
1729 52.76 3814230.7 53.55 3871372.8 50.22 3630504.6 39.54 2858776
1730 52.76 3812221.1 53.55 3869302.5 50.22 3628683.9 39.54 2857142
1731 52.76 3810213.6 53.55 3867234.5 50.22 3626865.0 39.54 2855511
1732 52.77 3808208.3 53.56 3865168.6 50.23 3625047.9 39.54 2853881
1733 52.77 3806205.0 53.56 3863105.0 50.23 3623232.7 39.54 2852253
1734 52.77 3804203.8 53.56 3861043.6 50.24 3621419.3 39.54 2850627
1735 52.77 3802204.8 53.56 3858984.4 50.24 3619607.7 39.54 2849002
1736 52.78 3800207.8 53.57 3856927.3 50.24 3617797.9 39.54 2847380
1737 52.78 3798213.0 53.57 3854872.5 50.25 3615989.9 39.54 2845759
1738 52.78 3796220.2 53.57 3852819.9 50.25 3614183.7 39.54 2844141
1739 52.79 3794229.5 53.57 3850769.4 50.26 3612379.3 39.55 2842524
1740 52.79 3792240.9 53.57 3848721.1 50.26 3610576.7 39.55 2840909
1741 52.79 3790254.4 53.58 3846675.0 50.26 3608775.9 39.55 2839295
1742 52.79 3788270.0 53.58 3844631.1 50.27 3606976.9 39.55 2837684
1743 52.80 3786287.7 53.58 3842589.3 50.27 3605179.7 39.55 2836074
1744 52.80 3784307.4 53.58 3840549.7 50.27 3603384.3 39.55 2834467
1745 52.80 3782329.2 53.59 3838512.3 50.28 3601590.7 39.55 2832861
1746 52.80 3780353.0 53.59 3836477.0 50.28 3599798.9 39.55 2831257
1747 52.81 3778379.0 53.59 3834443.9 50.29 3598008.8 39.55 2829654
1748 52.81 3776406.9 53.59 3832413.0 50.29 3596220.5 39.55 2828054
1749 52.81 3774437.0 53.59 3830384.2 50.29 3594434.0 39.55 2826455
1750 52.81 3772469.1 53.60 3828357.5 50.30 3592649.3 39.55 2824858
1751 52.82 3770503.2 53.60 3826333.0 50.30 3590866.4 39.55 2823263
1752 52.82 3768539.4 53.60 3824310.6 50.30 3589085.2 39.55 2821670
1753 52.82 3766577.7 53.60 3822290.4 50.31 3587305.8 39.55 2820078
1754 52.83 3764618.0 53.61 3820272.3 50.31 3585528.1 39.55 2818489
1755 52.83 3762660.3 53.61 3818256.3 50.32 3583752.2 39.55 2816901
1756 52.83 3760704.6 53.61 3816242.5 50.32 3581978.1 39.55 2815315
1757 52.83 3758751.0 53.61 3814230.7 50.32 3580205.7 39.55 2813731
1758 52.84 3756799.4 53.62 3812221.1 50.33 3578435.1 39.55 2812148
1759 52.84 3754849.9 53.62 3810213.6 50.33 3576666.2 39.55 2810567
1760 52.84 3752902.3 53.62 3808208.3 50.33 3574899.1 39.55 2808988
1761 52.84 3750956.8 53.62 3806205.0 50.34 3573133.7 39.55 2807411
1762 52.85 3749013.3 53.62 3804203.8 50.34 3571370.0 39.55 2805836
1763 52.85 3747071.8 53.63 3802204.8 50.35 3569608.1 39.55 2804262
1764 52.85 3745132.4 53.63 3800207.8 50.35 3567848.0 39.55 2802690
1765 52.85 3743194.9 53.63 3798213.0 50.35 3566089.6 39.55 2801120
1766 52.86 3741259.4 53.63 3796220.2 50.36 3564332.9 39.55 2799552
1767 52.86 3739325.9 53.64 3794229.5 50.36 3562577.9 39.55 2797985
1768 52.86 3737394.5 53.64 3792240.9 50.36 3560824.7 39.55 2796420
1769 52.86 3735465.0 53.64 3790254.4 50.37 3559073.1 39.55 2794857
1770 52.87 3733537.5 53.64 3788270.0 50.37 3557323.4 39.55 2793296
1771 52.87 3731612.0 53.64 3786287.7 50.38 3555575.3 39.55 2791736
1772 52.87 3729688.5 53.65 3784307.4 50.38 3553828.9 39.55 2790178
1773 52.87 3727767.0 53.65 3782329.2 50.38 3552084.3 39.55 2788622
1774 52.88 3725847.4 53.65 3780353.0 50.39 3550341.4 39.55 2787068
1775 52.88 3723929.9 53.65 3778379.0 50.39 3548600.1 39.55 2785515
1776 52.88 3722014.3 53.66 3776406.9 50.39 3546860.6 39.55 2783964
1777 52.88 3720100.6 53.66 3774437.0 50.40 3545122.8 39.55 2782415
1778 52.89 3718189.0 53.66 3772469.1 50.40 3543386.7 39.56 2780867
1779 52.89 3716279.3 53.66 3770503.2 50.40 3541652.3 39.56 2779321
1780 52.89 3714371.5 53.66 3768539.4 50.41 3539919.6 39.56 2777777
1781 52.90 3712465.7 53.67 3766577.7 50.41 3538188.6 39.56 2776235
1782 52.90 3710561.9 53.67 3764618.0 50.42 3536459.3 39.56 2774694
1783 52.90 3708660.0 53.67 3762660.3 50.42 3534731.7 39.56 2773155
1784 52.90 3706760.1 53.67 3760704.6 50.42 3533005.7 39.56 2771618
1785 52.91 3704862.1 53.67 3758751.0 50.43 3531281.5 39.56 2770083
1786 52.91 3702966.1 53.68 3756799.4 50.43 3529558.9 39.56 2768549
1787 52.91 3701072.0 53.68 3754849.9 50.43 3527838.0 39.56 2767017
1788 52.91 3699179.8 53.68 3752902.3 50.44 3526118.8 39.56 2765486
1789 52.92 3697289.6 53.68 3750956.8 50.44 3524401.2 39.56 2763957
1790 52.92 3695401.3 53.69 3749013.3 50.44 3522685.3 39.56 2762430
1791 52.92 3693514.9 53.69 3747071.8 50.45 3520971.1 39.56 2760905
1792 52.92 3691630.5 53.69 3745132.4 50.45 3519258.6 39.56 2759381
1793 52.29 3645136.4 53.14 3704862.1 49.87 3476980.2 39.56 2757859
1794 52.29 3643301.0 53.14 3702966.1 49.88 3475310.1 39.56 2756339
1795 52.29 3641467.4 53.15 3701072.0 49.88 3473641.7 39.56 2754820
1796 52.29 3639635.7 53.15 3699179.8 49.89 3471974.9 39.56 2753303
1797 52.30 3637805.8 53.15 3697289.6 49.89 3470309.7 39.56 2751788
1798 52.30 3635977.7 53.15 3695401.3 49.89 3468646.1 39.56 2750275
1799 52.30 3634151.5 53.16 3693514.9 49.90 3466984.0 39.56 2748763
1800 52.31 3632327.2 53.16 3691630.5 49.90 3465323.6 39.56 2747252
1801 52.31 3630504.6 53.16 3689747.9 49.90 3463664.8 39.56 2745744
1802 52.31 3628683.9 53.16 3687867.3 49.91 3462007.5 39.56 2744237
1803 52.31 3626865.0 53.17 3685988.6 49.91 3460351.8 39.56 2742731
1804 52.32 3625047.9 53.17 3684111.9 49.92 3458697.8 39.56 2741228
1805 52.32 3623232.7 53.17 3682237.0 49.92 3457045.2 39.56 2739726
1806 52.32 3621419.3 53.17 3680364.0 49.92 3455394.3 39.56 2738225
1807 52.33 3619607.7 53.18 3678493.0 49.93 3453745.0 39.56 2736726
1808 52.33 3617797.9 53.18 3676623.8 49.93 3452097.2 39.56 2735229
1809 52.33 3615989.9 53.18 3674756.6 49.93 3450451.0 39.56 2733734
1810 52.33 3614183.7 53.18 3672891.2 49.94 3448806.3 39.56 2732240
1811 52.34 3612379.3 53.19 3671027.8 49.94 3447163.3 39.56 2730748
1812 52.34 3610576.7 53.19 3669166.2 49.95 3445521.8 39.56 2729257
1813 52.34 3608775.9 53.19 3667306.5 49.95 3443881.8 39.56 2727768
1814 52.34 3606976.9 53.19 3665448.7 49.95 3442243.4 39.56 2726281
1815 52.35 3605179.7 53.20 3663592.8 49.96 3440606.6 39.56 2724795
1816 52.35 3603384.3 53.20 3661738.7 49.96 3438971.3 39.56 2723311
1817 52.35 3601590.7 53.20 3659886.5 49.97 3437337.6 39.56 2721829
1818 52.36 3599798.9 53.20 3658036.3 49.97 3435705.5 39.56 2720348
1819 52.36 3598008.8 53.20 3656187.8 49.97 3434074.8 39.56 2718868
1820 52.36 3596220.5 53.21 3654341.3 49.98 3432445.8 39.57 2717391
1821 52.36 3594434.0 53.21 3652496.6 49.98 3430818.3 39.57 2715915
1822 52.37 3592649.3 53.21 3650653.7 49.98 3429192.3 39.57 2714440
1823 52.37 3590866.4 53.21 3648812.8 49.99 3427567.8 39.57 2712967
1824 52.37 3589085.2 53.22 3646973.6 49.99 3425944.9 39.57 2711496
1825 52.37 3587305.8 53.22 3645136.4 50.00 3424323.6 39.57 2710027
1826 52.38 3585528.1 53.22 3643301.0 50.00 3422703.7 39.57 2708559
1827 52.38 3583752.2 53.22 3641467.4 50.00 3421085.4 39.57 2707092
1828 52.38 3581978.1 53.23 3639635.7 50.01 3419468.7 39.57 2705627
1829 52.39 3580205.7 53.23 3637805.8 50.01 3417853.4 39.57 2704164
1830 52.39 3578435.1 53.23 3635977.7 50.01 3416239.7 39.57 2702702
1831 52.39 3576666.2 53.23 3634151.5 50.02 3414627.5 39.57 2701242
1832 52.39 3574899.1 53.24 3632327.2 50.02 3413016.8 39.57 2699784
1833 52.40 3573133.7 53.24 3630504.6 50.02 3411407.7 39.57 2698327
1834 52.40 3571370.0 53.24 3628683.9 50.03 3409800.0 39.57 2696871
1835 52.40 3569608.1 53.24 3626865.0 50.03 3408193.9 39.57 2695417
1836 52.40 3567848.0 53.24 3625047.9 50.04 3406589.3 39.57 2693965
1837 52.41 3566089.6 53.25 3623232.7 50.04 3404986.2 39.57 2692514
1838 52.41 3564332.9 53.25 3621419.3 50.04 3403384.6 39.57 2691065
1839 52.41 3562577.9 53.25 3619607.7 50.05 3401784.5 39.57 2689618
1840 52.42 3560824.7 53.25 3617797.9 50.05 3400186.0 39.57 2688172
1841 52.42 3559073.1 53.26 3615989.9 50.05 3398588.9 39.57 2686727
1842 52.42 3557323.4 53.26 3614183.7 50.06 3396993.3 39.57 2685284
1843 52.42 3555575.3 53.26 3612379.3 50.06 3395399.2 39.57 2683843
1844 52.43 3553828.9 53.26 3610576.7 50.07 3393806.6 39.57 2682403
1845 52.43 3552084.3 53.27 3608775.9 50.07 3392215.5 39.57 2680965
1846 52.43 3550341.4 53.27 3606976.9 50.07 3390625.9 39.57 2679528
1847 52.43 3548600.1 53.27 3605179.7 50.08 3389037.8 39.57 2678093
1848 52.44 3546860.6 53.27 3603384.3 50.08 3387451.2 39.57 2676659
1849 52.44 3545122.8 53.27 3601590.7 50.08 3385866.0 39.57 2675227
1850 52.44 3543386.7 53.28 3599798.9 50.09 3384282.4 39.57 2673796
1851 52.44 3541652.3 53.28 3598008.8 50.09 3382700.2 39.57 2672367
1852 52.45 3539919.6 53.28 3596220.5 50.09 3381119.5 39.57 2670940
1853 52.45 3538188.6 53.28 3594434.0 50.10 3379540.3 39.57 2669514
1854 52.45 3536459.3 53.29 3592649.3 50.10 3377962.5 39.57 2668089
1855 52.46 3534731.7 53.29 3590866.4 50.11 3376386.2 39.57 2666666
1856 52.46 3533005.7 53.29 3589085.2 50.11 3374811.4 39.57 2665245
1857 52.46 3531281.5 53.29 3587305.8 50.11 3373238.1 39.57 2663825
1858 52.46 3529558.9 53.30 3585528.1 50.12 3371666.2 39.57 2662406
1859 52.47 3527838.0 53.30 3583752.2 50.12 3370095.8 39.57 2660989
1860 52.47 3526118.8 53.30 3581978.1 50.12 3368526.9 39.57 2659574
1861 52.47 3524401.2 53.30 3580205.7 50.13 3366959.4 39.57 2658160
1862 52.47 3522685.3 53.30 3578435.1 50.13 3365393.4 39.57 2656748
1863 52.48 3520971.1 53.31 3576666.2 50.13 3363828.8 39.58 2655337
1864 52.48 3519258.6 53.31 3574899.1 50.14 3362265.7 39.58 2653927
1865 52.48 3517547.7 53.31 3573133.7 50.14 3360704.0 39.58 2652519
1866 52.48 3515838.5 53.31 3571370.0 50.15 3359143.8 39.58 2651113
1867 52.49 3514131.0 53.32 3569608.1 50.15 3357585.0 39.58 2649708
1868 52.49 3512425.1 53.32 3567848.0 50.15 3356027.7 39.58 2648305
1869 52.49 3510720.9 53.32 3566089.6 50.16 3354471.8 39.58 2646903
1870 52.49 3509018.3 53.32 3564332.9 50.16 3352917.4 39.58 2645502
1871 52.50 3507317.4 53.32 3562577.9 50.16 3351364.4 39.58 2644103
1872 52.50 3505618.1 53.33 3560824.7 50.17 3349812.8 39.58 2642706
1873 52.50 3503920.4 53.33 3559073.1 50.17 3348262.7 39.58 2641310
1874 52.51 3502224.4 53.33 3557323.4 50.17 3346714.0 39.58 2639915
1875 52.51 3500530.1 53.33 3555575.3 50.18 3345166.8 39.58 2638522
1876 52.51 3498837.4 53.34 3553828.9 50.18 3343620.9 39.58 2637130
1877 52.51 3497146.3 53.34 3552084.3 50.18 3342076.5 39.58 2635740
1878 52.52 3495456.9 53.34 3550341.4 50.19 3340533.6 39.58 2634351
1879 52.52 3493769.1 53.34 3548600.1 50.19 3338992.0 39.58 2632964
1880 52.52 3492082.9 53.34 3546860.6 50.20 3337451.9 39.58 2631578
1881 52.52 3490398.3 53.35 3545122.8 50.20 3335913.2 39.58 2630194
1882 52.53 3488715.4 53.35 3543386.7 50.20 3334375.9 39.58 2628811
1883 52.53 3487034.1 53.35 3541652.3 50.21 3332840.0 39.58 2627430
1884 52.53 3485354.4 53.35 3539919.6 50.21 3331305.6 39.58 2626050
1885 52.53 3483676.3 53.36 3538188.6 50.21 3329772.5 39.58 2624671
1886 52.54 3481999.9 53.36 3536459.3 50.22 3328240.9 39.58 2623294
1887 52.54 3480325.0 53.36 3534731.7 50.22 3326710.7 39.58 2621919
1888 52.54 3478651.8 53.36 3533005.7 50.22 3325181.8 39.58 2620545
1889 52.54 3476980.2 53.36 3531281.5 50.23 3323654.4 39.58 2619172
1890 52.55 3475310.1 53.37 3529558.9 50.23 3322128.4 39.58 2617801
1891 52.55 3473641.7 53.37 3527838.0 50.23 3320603.8 39.58 2616431
1892 52.55 3471974.9 53.37 3526118.8 50.24 3319080.6 39.58 2615062
1893 52.55 3470309.7 53.37 3524401.2 50.24 3317558.8 39.58 2613695
1894 52.56 3468646.1 53.38 3522685.3 50.24 3316038.4 39.58 2612330
1895 52.56 3466984.0 53.38 3520971.1 50.25 3314519.3 39.58 2610966
1896 52.56 3465323.6 53.38 3519258.6 50.25 3313001.7 39.58 2609603
1897 52.56 3463664.8 53.38 3517547.7 50.26 3311485.4 39.58 2608242
1898 52.57 3462007.5 53.38 3515838.5 50.26 3309970.6 39.58 2606882
1899 52.57 3460351.8 53.39 3514131.0 50.26 3308457.1 39.58 2605523
1900 52.57 3458697.8 53.39 3512425.1 50.27 3306945.0 39.58 2604166
1901 52.57 3457045.2 53.39 3510720.9 50.27 3305434.3 39.58 2602811
1902 52.58 3455394.3 53.39 3509018.3 50.27 3303925.0 39.58 2601456
1903 52.58 3453745.0 53.40 3507317.4 50.28 3302417.0 39.58 2600104
1904 52.58 3452097.2 53.40 3505618.1 50.28 3300910.4 39.58 2598752
1905 52.58 3450451.0 53.40 3503920.4 50.28 3299405.2 39.58 2597402
1906 52.59 3448806.3 53.40 3502224.4 50.29 3297901.4 39.58 2596053
1907 52.59 3447163.3 53.40 3500530.1 50.29 3296399.0 39.58 2594706
1908 52.59 3445521.8 53.41 3498837.4 50.29 3294897.9 39.59 2593360
1909 52.59 3443881.8 53.41 3497146.3 50.30 3293398.1 39.59 2592016
1910 52.60 3442243.4 53.41 3495456.9 50.30 3291899.8 39.59 2590673
1911 52.60 3440606.6 53.41 3493769.1 50.30 3290402.8 39.59 2589331
1912 52.60 3438971.3 53.41 3492082.9 50.31 3288907.1 39.59 2587991
1913 52.61 3437337.6 53.42 3490398.3 50.31 3287412.9 39.59 2586652
1914 52.61 3435705.5 53.42 3488715.4 50.31 3285919.9 39.59 2585315
1915 52.61 3434074.8 53.42 3487034.1 50.32 3284428.4 39.59 2583979
1916 52.61 3432445.8 53.42 3485354.4 50.32 3282938.2 39.59 2582644
1917 52.62 3430818.3 53.43 3483676.3 50.32 3281449.3 39.59 2581311
1918 52.62 3429192.3 53.43 3481999.9 50.33 3279961.8 39.59 2579979
1919 52.62 3427567.8 53.43 3480325.0 50.33 3278475.6 39.59 2578648
1920 52.62 3425944.9 53.43 3478651.8 50.33 3276990.8 39.59 2577319
1921 52.63 3424323.6 53.43 3476980.2 50.34 3275507.3 39.59 2575991
1922 52.63 3422703.7 53.44 3475310.1 50.34 3274025.2 39.59 2574665
1923 52.63 3421085.4 53.44 3473641.7 50.34 3272544.4 39.59 2573340
1924 52.63 3419468.7 53.44 3471974.9 50.35 3271065.0 39.59 2572016
1925 52.63 3417853.4 53.44 3470309.7 50.35 3269586.9 39.59 2570694
1926 52.64 3416239.7 53.44 3468646.1 50.36 3268110.1 39.59 2569373
1927 52.64 3414627.5 53.45 3466984.0 50.36 3266634.6 39.59 2568053
1928 52.64 3413016.8 53.45 3465323.6 50.36 3265160.5 39.59 2566735
1929 52.64 3411407.7 53.45 3463664.8 50.37 3263687.7 39.59 2565418
1930 52.65 3409800.0 53.45 3462007.5 50.37 3262216.3 39.59 2564102
1931 52.65 3408193.9 53.46 3460351.8 50.37 3260746.1 39.59 2562788
1932 52.65 3406589.3 53.46 3458697.8 50.38 3259277.3 39.59 2561475
1933 52.65 3404986.2 53.46 3457045.2 50.38 3257809.9 39.59 2560163
1934 52.66 3403384.6 53.46 3455394.3 50.38 3256343.7 39.59 2558853
1935 52.66 3401784.5 53.46 3453745.0 50.39 3254878.9 39.59 2557544
1936 52.66 3400186.0 53.47 3452097.2 50.39 3253415.3 39.59 2556237
1937 52.66 3398588.9 53.47 3450451.0 50.39 3251953.1 39.59 2554931
1938 52.67 3396993.3 53.47 3448806.3 50.40 3250492.2 39.59 2553626
1939 52.67 3395399.2 53.47 3447163.3 50.40 3249032.6 39.59 2552322
1940 52.67 3393806.6 53.47 3445521.8 50.40 3247574.4 39.59 2551020
1941 52.67 3392215.5 53.48 3443881.8 50.41 3246117.4 39.59 2549719
1942 52.68 3390625.9 53.48 3442243.4 50.41 3244661.8 39.59 2548419
1943 52.68 3389037.8 53.48 3440606.6 50.41 3243207.4 39.59 2547121
1944 52.68 3387451.2 53.48 3438971.3 50.42 3241754.3 39.59 2545824
1945 52.68 3385866.0 53.48 3437337.6 50.42 3240302.6 39.59 2544529
1946 52.69 3384282.4 53.49 3435705.5 50.42 3238852.2 39.59 2543234
1947 52.69 3382700.2 53.49 3434074.8 50.43 3237403.0 39.59 2541942
1948 52.69 3381119.5 53.49 3432445.8 50.43 3235955.1 39.59 2540650
1949 52.69 3379540.3 53.49 3430818.3 50.43 3234508.6 39.59 2539360
1950 52.70 3377962.5 53.50 3429192.3 50.44 3233063.3 39.59 2538071
1951 52.70 3376386.2 53.50 3427567.8 50.44 3231619.3 39.59 2536783
1952 52.70 3374811.4 53.50 3425944.9 50.44 3230176.7 39.59 2535496
1953 52.70 3373238.1 53.50 3424323.6 50.45 3228735.3 39.59 2534211
1954 52.71 3371666.2 53.50 3422703.7 50.45 3227295.1 39.59 2532928
1955 52.71 3370095.8 53.51 3421085.4 50.45 3225856.3 39.59 2531645
1956 52.71 3368526.9 53.51 3419468.7 50.46 3224418.8 39.60 2530364
1957 52.71 3366959.4 53.51 3417853.4 50.46 3222982.5 39.60 2529084
1958 52.72 3365393.4 53.51 3416239.7 50.46 3221547.5 39.60 2527805
1959 52.72 3363828.8 53.51 3414627.5 50.47 3220113.8 39.60 2526528
1960 52.72 3362265.7 53.52 3413016.8 50.47 3218681.4 39.60 2525252
1961 52.72 3360704.0 53.52 3411407.7 50.47 3217250.2 39.60 2523977
1962 52.73 3359143.8 53.52 3409800.0 50.48 3215820.3 39.60 2522704
1963 52.73 3357585.0 53.52 3408193.9 50.48 3214391.7 39.60 2521432
1964 52.73 3356027.7 53.52 3406589.3 50.48 3212964.3 39.60 2520161
1965 52.73 3354471.8 53.53 3404986.2 50.49 3211538.3 39.60 2518891
1966 52.73 3352917.4 53.53 3403384.6 50.49 3210113.4 39.60 2517623
1967 52.74 3351364.4 53.53 3401784.5 50.49 3208689.9 39.60 2516356
1968 52.74 3349812.8 53.53 3400186.0 50.50 3207267.6 39.60 2515090
1969 52.74 3348262.7 53.53 3398588.9 50.50 3205846.6 39.60 2513826
1970 52.74 3346714.0 53.54 3396993.3 50.50 3204426.8 39.60 2512562
1971 52.75 3345166.8 53.54 3395399.2 50.51 3203008.3 39.60 2511300
1972 52.75 3343620.9 53.54 3393806.6 50.51 3201591.0 39.60 2510040
1973 52.75 3342076.5 53.54 3392215.5 50.51 3200175.0 39.60 2508780
1974 52.75 3340533.6 53.54 3390625.9 50.51 3198760.3 39.60 2507522
1975 52.76 3338992.0 53.55 3389037.8 50.52 3197346.8 39.60 2506265
1976 52.76 3337451.9 53.55 3387451.2 50.52 3195934.5 39.60 2505010
1977 52.76 3335913.2 53.55 3385866.0 50.52 3194523.5 39.60 2503755
1978 52.76 3334375.9 53.55 3384282.4 50.53 3193113.7 39.60 2502502
1979 52.77 3332840.0 53.55 3382700.2 50.53 3191705.2 39.60 2501250
1980 52.77 3331305.6 53.56 3381119.5 50.53 3190297.9 39.60 2500000
1981 52.77 3329772.5 53.56 3379540.3 50.54 3188891.9 39.60 2498750
1982 52.77 3328240.9 53.56 3377962.5 50.54 3187487.1 39.60 2497502
1983 52.77 3326710.7 53.56 3376386.2 50.54 3186083.5 39.60 2496255
1984 52.78 3325181.8 53.57 3374811.4 50.55 3184681.2 39.60 2495009
1985 52.78 3323654.4 53.57 3373238.1 50.55 3183280.1 39.60 2493765
1986 52.78 3322128.4 53.57 3371666.2 50.55 3181880.3 39.60 2492522
1987 52.78 3320603.8 53.57 3370095.8 50.56 3180481.6 39.60 2491280
1988 52.79 3319080.6 53.57 3368526.9 50.56 3179084.2 39.60 2490039
1989 52.79 3317558.8 53.58 3366959.4 50.56 3177688.1 39.60 2488800
1990 52.79 3316038.4 53.58 3365393.4 50.57 3176293.1 39.60 2487562
1991 52.79 3314519.3 53.58 3363828.8 50.57 3174899.4 39.60 2486325
1992 52.80 3313001.7 53.58 3362265.7 50.57 3173506.9 39.60 2485089
1993 52.80 3311485.4 53.58 3360704.0 50.58 3172115.6 39.60 2483854
1994 52.80 3309970.6 53.59 3359143.8 50.58 3170725.5 39.60 2482621
1995 52.80 3308457.1 53.59 3357585.0 50.58 3169336.7 39.60 2481389
1996 52.81 3306945.0 53.59 3356027.7 50.59 3167949.1 39.60 2480158
1997 52.81 3305434.3 53.59 3354471.8 50.59 3166562.7 39.60 2478929
1998 52.81 3303925.0 53.59 3352917.4 50.59 3165177.5 39.60 2477700
1999 52.81 3302417.0 53.60 3351364.4 50.60 3163793.5 39.60 2476473
2000 52.81 3300910.4 53.60 3349812.8 50.60 3162410.7 39.60 2475247
2001 52.82 3299405.2 53.60 3348262.7 50.60 3161029.1 39.60 2474022
2002 52.82 3297901.4 53.60 3346714.0 50.60 3159648.8 39.60 2472799
2003 52.82 3296399.0 53.60 3345166.8 50.61 3158269.6 39.60 2471576
2004 52.82 3294897.9 53.60 3343620.9 50.61 3156891.7 39.60 2470355
2005 52.83 3293398.1 53.61 3342076.5 50.61 3155514.9 39.60 2469135
2006 52.83 3291899.8 53.61 3340533.6 50.62 3154139.4 39.61 2467917
2007 52.83 3290402.8 53.61 3338992.0 50.62 3152765.0 39.61 2466699
2008 52.83 3288907.1 53.61 3337451.9 50.62 3151391.9 39.61 2465483
2009 52.84 3287412.9 53.61 3335913.2 50.63 3150019.9 39.61 2464268
2010 52.84 3285919.9 53.62 3334375.9 50.63 3148649.1 39.61 2463054
2011 52.84 3284428.4 53.62 3332840.0 50.63 3147279.6 39.61 2461841
2012 52.84 3282938.2 53.62 3331305.6 50.64 3145911.2 39.61 2460629
2013 52.84 3281449.3 53.62 3329772.5 50.64 3144544.0 39.61 2459419
2014 52.85 3279961.8 53.62 3328240.9 50.64 3143178.0 39.61 2458210
2015 52.85 3278475.6 53.63 3326710.7 50.65 3141813.2 39.61 2457002
2016 52.85 3276990.8 53.63 3325181.8 50.65 3140449.5 39.61 2455795
2017 52.85 3275507.3 53.63 3323654.4 50.65 3139087.1 39.61 2454590
2018 52.86 3274025.2 53.63 3322128.4 50.66 3137725.8 39.61 2453385
2019 52.86 3272544.4 53.63 3320603.8 50.66 3136365.7 39.61 2452182
2020 52.86 3271065.0 53.64 3319080.6 50.66 3135006.8 39.61 2450980
2021 52.86 3269586.9 53.64 3317558.8 50.66 3133649.1 39.61 2449779
2022 52.86 3268110.1 53.64 3316038.4 50.67 3132292.5 39.61 2448579
2023 52.87 3266634.6 53.64 3314519.3 50.67 3130937.1 39.61 2447381
2024 52.87 3265160.5 53.64 3313001.7 50.67 3129582.9 39.61 2446183
2025 52.87 3263687.7 53.65 3311485.4 50.68 3128229.9 39.61 2444987
2026 52.87 3262216.3 53.65 3309970.6 50.68 3126878.0 39.61 2443792
2027 52.88 3260746.1 53.65 3308457.1 50.68 3125527.3 39.61 2442598
2028 52.88 3259277.3 53.65 3306945.0 50.69 3124177.8 39.61 2441406
2029 52.88 3257809.9 53.65 3305434.3 50.69 3122829.4 39.61 2440214
2030 52.88 3256343.7 53.66 3303925.0 50.69 3121482.2 39.61 2439024
2031 52.89 3254878.9 53.66 3302417.0 50.70 3120136.1 39.61 2437835
2032 52.89 3253415.3 53.66 3300910.4 50.70 3118791.3 39.61 2436647
2033 52.89 3251953.1 53.66 3299405.2 50.70 3117447.5 39.61 2435460
2034 52.89 3250492.2 53.66 3297901.4 50.71 3116105.0 39.61 2434274
2035 52.89 3249032.6 53.67 3296399.0 50.71 3114763.5 39.61 2433090
2036 52.90 3247574.4 53.67 3294897.9 50.71 3113423.3 39.61 2431906
2037 52.90 3246117.4 53.67 3293398.1 50.71 3112084.2 39.61 2430724
2038 52.90 3244661.8 53.67 3291899.8 50.72 3110746.2 39.61 2429543
2039 52.90 3243207.4 53.67 3290402.8 50.72 3109409.4 39.61 2428363
2040 52.91 3241754.3 53.67 3288907.1 50.72 3108073.8 39.61 2427184
2041 52.91 3240302.6 53.68 3287412.9 50.73 3106739.2 39.61 2426006
2042 52.91 3238852.2 53.68 3285919.9 50.73 3105405.9 39.61 2424830
2043 52.91 3237403.0 53.68 3284428.4 50.73 3104073.7 39.61 2423654
