"Payload(Bytes)" "PCIe Write BW" "PCIe Write Trans/s" "PCIe Read BW" "PCIe Read Trans/s" "PCIe Read/Write BW" "PCIe Read/Write Trans/s" "40G Ethernet BW" "40G Ethernet PPS" 
684 52.37 9570893.8 53.22 9725263.0 49.25 8999497.1 38.86 7102272
685 52.38 9558250.6 53.22 9712209.0 49.26 8988317.6 38.87 7092198
686 52.39 9545640.8 53.23 9699190.0 49.27 8977165.9 38.87 7082152
687 52.39 9533064.2 53.24 9686205.8 49.28 8966041.8 38.87 7072135
688 52.40 9520520.7 53.24 9673256.3 49.29 8954945.2 38.87 7062146
689 52.41 9508010.1 53.25 9660341.4 49.30 8943876.0 38.87 7052186
690 52.42 9495532.4 53.25 9647460.9 49.31 8932834.2 38.87 7042253
691 52.42 9483087.4 53.26 9634614.8 49.32 8921819.6 38.87 7032348
692 52.43 9470675.0 53.27 9621802.8 49.33 8910832.1 38.88 7022471
693 52.44 9458295.0 53.27 9609024.8 49.34 8899871.7 38.88 7012622
694 52.44 9445947.4 53.28 9596280.8 49.35 8888938.2 38.88 7002801
695 52.45 9433631.9 53.28 9583570.5 49.36 8878031.5 38.88 6993006
696 52.46 9421348.6 53.29 9570893.8 49.37 8867151.6 38.88 6983240
697 52.47 9409097.1 53.30 9558250.6 49.38 8856298.3 38.88 6973500
698 52.47 9396877.5 53.30 9545640.8 49.39 8845471.5 38.89 6963788
699 52.48 9384689.6 53.31 9533064.2 49.40 8834671.2 38.89 6954102
700 52.49 9372533.3 53.31 9520520.7 49.41 8823897.2 38.89 6944444
701 52.49 9360408.4 53.32 9508010.1 49.42 8813149.5 38.89 6934812
702 52.50 9348314.9 53.33 9495532.4 49.43 8802427.9 38.89 6925207
703 52.51 9336252.5 53.33 9483087.4 49.44 8791732.3 38.89 6915629
704 52.51 9324221.3 53.34 9470675.0 49.45 8781062.7 38.90 6906077
705 52.52 9312221.0 53.34 9458295.0 49.47 8770419.0 38.90 6896551
706 52.53 9300251.5 53.35 9445947.4 49.48 8759801.1 38.90 6887052
707 52.53 9288312.8 53.36 9433631.9 49.49 8749208.8 38.90 6877579
708 52.54 9276404.7 53.36 9421348.6 49.50 8738642.2 38.90 6868131
709 52.55 9264527.1 53.37 9409097.1 49.51 8728101.0 38.90 6858710
710 52.56 9252679.9 53.37 9396877.5 49.52 8717585.2 38.90 6849315
711 52.56 9240863.0 53.38 9384689.6 49.53 8707094.7 38.91 6839945
712 52.57 9229076.2 53.39 9372533.3 49.54 8696629.5 38.91 6830601
713 52.58 9217319.4 53.39 9360408.4 49.55 8686189.3 38.91 6821282
714 52.58 9205592.5 53.40 9348314.9 49.56 8675774.2 38.91 6811989
715 52.59 9193895.4 53.40 9336252.5 49.57 8665384.1 38.91 6802721
716 52.60 9182228.0 53.41 9324221.3 49.58 8655018.8 38.91 6793478
717 52.60 9170590.2 53.41 9312221.0 49.59 8644678.3 38.91 6784260
718 52.61 9158981.9 53.42 9300251.5 49.60 8634362.4 38.92 6775067
719 52.62 9147402.9 53.43 9288312.8 49.61 8624071.2 38.92 6765899
720 52.62 9135853.2 53.43 9276404.7 49.62 8613804.4 38.92 6756756
721 52.63 9124332.5 53.44 9264527.1 49.63 8603562.1 38.92 6747638
722 52.64 9112840.9 53.44 9252679.9 49.64 8593344.1 38.92 6738544
723 52.64 9101378.2 53.45 9240863.0 49.64 8583150.3 38.92 6729475
724 52.65 9089944.4 53.45 9229076.2 49.65 8572980.7 38.92 6720430
725 52.66 9078539.2 53.46 9217319.4 49.66 8562835.2 38.93 6711409
726 52.66 9067162.5 53.47 9205592.5 49.67 8552713.6 38.93 6702412
727 52.67 9055814.4 53.47 9193895.4 49.68 8542615.9 38.93 6693440
728 52.68 9044494.6 53.48 9182228.0 49.69 8532542.1 38.93 6684491
729 52.68 9033203.1 53.48 9170590.2 49.70 8522492.0 38.93 6675567
730 52.69 9021939.8 53.49 9158981.9 49.71 8512465.5 38.93 6666666
731 52.69 9010704.5 53.49 9147402.9 49.72 8502462.6 38.93 6657789
732 52.70 8999497.1 53.50 9135853.2 49.73 8492483.2 38.94 6648936
733 52.71 8988317.6 53.51 9124332.5 49.74 8482527.2 38.94 6640106
734 52.71 8977165.9 53.51 9112840.9 49.75 8472594.5 38.94 6631299
735 52.72 8966041.8 53.52 9101378.2 49.76 8462685.0 38.94 6622516
736 52.73 8954945.2 53.52 9089944.4 49.77 8452798.7 38.94 6613756
737 52.73 8943876.0 53.53 9078539.2 49.78 8442935.5 38.94 6605019
738 52.74 8932834.2 53.53 9067162.5 49.79 8433095.2 38.94 6596306
739 52.75 8921819.6 53.54 9055814.4 49.80 8423277.9 38.95 6587615
740 52.75 8910832.1 53.54 9044494.6 49.81 8413483.4 38.95 6578947
741 52.76 8899871.7 53.55 9033203.1 49.82 8403711.6 38.95 6570302
742 52.76 8888938.2 53.55 9021939.8 49.83 8393962.5 38.95 6561679
743 52.77 8878031.5 53.56 9010704.5 49.84 8384236.0 38.95 6553079
744 52.78 8867151.6 53.57 8999497.1 49.85 8374532.1 38.95 6544502
745 52.78 8856298.3 53.57 8988317.6 49.85 8364850.5 38.95 6535947
746 52.79 8845471.5 53.58 8977165.9 49.86 8355191.3 38.96 6527415
747 52.80 8834671.2 53.58 8966041.8 49.87 8345554.4 38.96 6518904
748 52.80 8823897.2 53.59 8954945.2 49.88 8335939.8 38.96 6510416
749 52.81 8813149.5 53.59 8943876.0 49.89 8326347.2 38.96 6501950
750 52.81 8802427.9 53.60 8932834.2 49.90 8316776.7 38.96 6493506
751 52.82 8791732.3 53.60 8921819.6 49.91 8307228.1 38.96 6485084
752 52.83 8781062.7 53.61 8910832.1 49.92 8297701.5 38.96 6476683
753 52.83 8770419.0 53.61 8899871.7 49.93 8288196.7 38.97 6468305
754 52.84 8759801.1 53.62 8888938.2 49.94 8278713.6 38.97 6459948
755 52.85 8749208.8 53.62 8878031.5 49.95 8269252.2 38.97 6451612
756 52.85 8738642.2 53.63 8867151.6 49.96 8259812.4 38.97 6443298
757 52.86 8728101.0 53.63 8856298.3 49.96 8250394.2 38.97 6435006
758 52.86 8717585.2 53.64 8845471.5 49.97 8240997.4 38.97 6426735
759 52.87 8707094.7 53.64 8834671.2 49.98 8231622.0 38.97 6418485
760 52.88 8696629.5 53.65 8823897.2 49.99 8222267.8 38.97 6410256
761 52.88 8686189.3 53.65 8813149.5 50.00 8212935.0 38.98 6402048
762 52.89 8675774.2 53.66 8802427.9 50.01 8203623.2 38.98 6393861
763 52.89 8665384.1 53.66 8791732.3 50.02 8194332.6 38.98 6385696
764 52.90 8655018.8 53.67 8781062.7 50.03 8185063.0 38.98 6377551
765 52.91 8644678.3 53.67 8770419.0 50.04 8175814.4 38.98 6369426
766 52.91 8634362.4 53.68 8759801.1 50.04 8166586.6 38.98 6361323
767 52.92 8624071.2 53.69 8749208.8 50.05 8157379.6 38.98 6353240
768 52.92 8613804.4 53.69 8738642.2 50.06 8148193.4 38.98 6345177
769 51.46 8364850.5 52.43 8522492.0 48.76 7925077.4 38.99 6337135
770 51.47 8355191.3 52.44 8512465.5 48.77 7916406.7 38.99 6329113
771 51.48 8345554.4 52.44 8502462.6 48.78 7907754.9 38.99 6321112
772 51.48 8335939.8 52.45 8492483.2 48.78 7899121.9 38.99 6313131
773 51.49 8326347.2 52.46 8482527.2 48.79 7890507.9 38.99 6305170
774 51.50 8316776.7 52.46 8472594.5 48.80 7881912.5 38.99 6297229
775 51.50 8307228.1 52.47 8462685.0 48.81 7873335.9 38.99 6289308
776 51.51 8297701.5 52.47 8452798.7 48.82 7864777.9 38.99 6281407
777 51.52 8288196.7 52.48 8442935.5 48.83 7856238.5 39.00 6273525
778 51.53 8278713.6 52.49 8433095.2 48.84 7847717.7 39.00 6265664
779 51.53 8269252.2 52.49 8423277.9 48.85 7839215.3 39.00 6257822
780 51.54 8259812.4 52.50 8413483.4 48.86 7830731.3 39.00 6250000
781 51.55 8250394.2 52.51 8403711.6 48.87 7822265.6 39.00 6242197
782 51.56 8240997.4 52.51 8393962.5 48.88 7813818.3 39.00 6234413
783 51.56 8231622.0 52.52 8384236.0 48.89 7805389.1 39.00 6226650
784 51.57 8222267.8 52.53 8374532.1 48.90 7796978.1 39.00 6218905
785 51.58 8212935.0 52.53 8364850.5 48.91 7788585.3 39.01 6211180
786 51.58 8203623.2 52.54 8355191.3 48.92 7780210.4 39.01 6203473
787 51.59 8194332.6 52.54 8345554.4 48.93 7771853.6 39.01 6195786
788 51.60 8185063.0 52.55 8335939.8 48.94 7763514.7 39.01 6188118
789 51.61 8175814.4 52.56 8326347.2 48.95 7755193.7 39.01 6180469
790 51.61 8166586.6 52.56 8316776.7 48.96 7746890.5 39.01 6172839
791 51.62 8157379.6 52.57 8307228.1 48.97 7738605.0 39.01 6165228
792 51.63 8148193.4 52.57 8297701.5 48.98 7730337.3 39.01 6157635
793 51.63 8139027.8 52.58 8288196.7 48.99 7722087.2 39.02 6150061
794 51.64 8129882.8 52.59 8278713.6 49.00 7713854.7 39.02 6142506
795 51.65 8120758.4 52.59 8269252.2 49.01 7705639.7 39.02 6134969
796 51.66 8111654.4 52.60 8259812.4 49.02 7697442.2 39.02 6127450
797 51.66 8102570.8 52.60 8250394.2 49.03 7689262.2 39.02 6119951
798 51.67 8093507.5 52.61 8240997.4 49.04 7681099.5 39.02 6112469
799 51.68 8084464.5 52.62 8231622.0 49.05 7672954.1 39.02 6105006
800 51.68 8075441.6 52.62 8222267.8 49.05 7664826.0 39.02 6097560
801 51.69 8066438.9 52.63 8212935.0 49.06 7656715.0 39.03 6090133
802 51.70 8057456.2 52.63 8203623.2 49.07 7648621.3 39.03 6082725
803 51.70 8048493.6 52.64 8194332.6 49.08 7640544.6 39.03 6075334
804 51.71 8039550.8 52.65 8185063.0 49.09 7632484.9 39.03 6067961
805 51.72 8030627.9 52.65 8175814.4 49.10 7624442.3 39.03 6060606
806 51.72 8021724.7 52.66 8166586.6 49.11 7616416.5 39.03 6053268
807 51.73 8012841.3 52.66 8157379.6 49.12 7608407.7 39.03 6045949
808 51.74 8003977.5 52.67 8148193.4 49.13 7600415.7 39.03 6038647
809 51.74 7995133.4 52.68 8139027.8 49.14 7592440.4 39.03 6031363
810 51.75 7986308.7 52.68 8129882.8 49.15 7584481.9 39.04 6024096
811 51.76 7977503.5 52.69 8120758.4 49.16 7576540.0 39.04 6016847
812 51.76 7968717.7 52.69 8111654.4 49.17 7568614.8 39.04 6009615
813 51.77 7959951.3 52.70 8102570.8 49.17 7560706.1 39.04 6002400
814 51.78 7951204.1 52.70 8093507.5 49.18 7552813.9 39.04 5995203
815 51.78 7942476.1 52.71 8084464.5 49.19 7544938.2 39.04 5988023
816 51.79 7933767.2 52.72 8075441.6 49.20 7537078.9 39.04 5980861
817 51.80 7925077.4 52.72 8066438.9 49.21 7529235.9 39.04 5973715
818 51.80 7916406.7 52.73 8057456.2 49.22 7521409.3 39.05 5966587
819 51.81 7907754.9 52.73 8048493.6 49.23 7513598.9 39.05 5959475
820 51.82 7899121.9 52.74 8039550.8 49.24 7505804.7 39.05 5952380
821 51.82 7890507.9 52.75 8030627.9 49.25 7498026.6 39.05 5945303
822 51.83 7881912.5 52.75 8021724.7 49.26 7490264.7 39.05 5938242
823 51.84 7873335.9 52.76 8012841.3 49.26 7482518.8 39.05 5931198
824 51.84 7864777.9 52.76 8003977.5 49.27 7474788.9 39.05 5924170
825 51.85 7856238.5 52.77 7995133.4 49.28 7467075.0 39.05 5917159
826 51.86 7847717.7 52.77 7986308.7 49.29 7459377.0 39.05 5910165
827 51.86 7839215.3 52.78 7977503.5 49.30 7451694.9 39.06 5903187
828 51.87 7830731.3 52.78 7968717.7 49.31 7444028.5 39.06 5896226
829 51.88 7822265.6 52.79 7959951.3 49.32 7436377.9 39.06 5889281
830 51.88 7813818.3 52.80 7951204.1 49.33 7428743.0 39.06 5882352
831 51.89 7805389.1 52.80 7942476.1 49.34 7421123.8 39.06 5875440
832 51.90 7796978.1 52.81 7933767.2 49.34 7413520.2 39.06 5868544
833 51.90 7788585.3 52.81 7925077.4 49.35 7405932.1 39.06 5861664
834 51.91 7780210.4 52.82 7916406.7 49.36 7398359.6 39.06 5854800
835 51.92 7771853.6 52.82 7907754.9 49.37 7390802.6 39.06 5847953
836 51.92 7763514.7 52.83 7899121.9 49.38 7383260.9 39.07 5841121
837 51.93 7755193.7 52.83 7890507.9 49.39 7375734.7 39.07 5834305
838 51.94 7746890.5 52.84 7881912.5 49.40 7368223.7 39.07 5827505
839 51.94 7738605.0 52.85 7873335.9 49.41 7360728.1 39.07 5820721
840 51.95 7730337.3 52.85 7864777.9 49.41 7353247.7 39.07 5813953
841 51.95 7722087.2 52.86 7856238.5 49.42 7345782.4 39.07 5807200
842 51.96 7713854.7 52.86 7847717.7 49.43 7338332.4 39.07 5800464
843 51.97 7705639.7 52.87 7839215.3 49.44 7330897.4 39.07 5793742
844 51.97 7697442.2 52.87 7830731.3 49.45 7323477.4 39.07 5787037
845 51.98 7689262.2 52.88 7822265.6 49.46 7316072.5 39.08 5780346
846 51.99 7681099.5 52.88 7813818.3 49.47 7308682.5 39.08 5773672
847 51.99 7672954.1 52.89 7805389.1 49.47 7301307.5 39.08 5767012
848 52.00 7664826.0 52.89 7796978.1 49.48 7293947.3 39.08 5760368
849 52.00 7656715.0 52.90 7788585.3 49.49 7286601.9 39.08 5753739
850 52.01 7648621.3 52.91 7780210.4 49.50 7279271.3 39.08 5747126
851 52.02 7640544.6 52.91 7771853.6 49.51 7271955.5 39.08 5740528
852 52.02 7632484.9 52.92 7763514.7 49.52 7264654.3 39.08 5733944
853 52.03 7624442.3 52.92 7755193.7 49.52 7257367.8 39.08 5727376
854 52.04 7616416.5 52.93 7746890.5 49.53 7250095.9 39.08 5720823
855 52.04 7608407.7 52.93 7738605.0 49.54 7242838.5 39.09 5714285
856 52.05 7600415.7 52.94 7730337.3 49.55 7235595.7 39.09 5707762
857 52.05 7592440.4 52.94 7722087.2 49.56 7228367.3 39.09 5701254
858 52.06 7584481.9 52.95 7713854.7 49.57 7221153.4 39.09 5694760
859 52.07 7576540.0 52.95 7705639.7 49.57 7213953.8 39.09 5688282
860 52.07 7568614.8 52.96 7697442.2 49.58 7206768.6 39.09 5681818
861 52.08 7560706.1 52.96 7689262.2 49.59 7199597.7 39.09 5675368
862 52.08 7552813.9 52.97 7681099.5 49.60 7192441.1 39.09 5668934
863 52.09 7544938.2 52.97 7672954.1 49.61 7185298.6 39.09 5662514
864 52.10 7537078.9 52.98 7664826.0 49.62 7178170.3 39.10 5656108
865 52.10 7529235.9 52.98 7656715.0 49.62 7171056.2 39.10 5649717
866 52.11 7521409.3 52.99 7648621.3 49.63 7163956.1 39.10 5643340
867 52.11 7513598.9 52.99 7640544.6 49.64 7156870.1 39.10 5636978
868 52.12 7505804.7 53.00 7632484.9 49.65 7149798.1 39.10 5630630
869 52.13 7498026.6 53.01 7624442.3 49.66 7142740.1 39.10 5624296
870 52.13 7490264.7 53.01 7616416.5 49.66 7135696.0 39.10 5617977
871 52.14 7482518.8 53.02 7608407.7 49.67 7128665.7 39.10 5611672
872 52.14 7474788.9 53.02 7600415.7 49.68 7121649.3 39.10 5605381
873 52.15 7467075.0 53.03 7592440.4 49.69 7114646.7 39.10 5599104
874 52.16 7459377.0 53.03 7584481.9 49.70 7107657.9 39.11 5592841
875 52.16 7451694.9 53.04 7576540.0 49.70 7100682.7 39.11 5586592
876 52.17 7444028.5 53.04 7568614.8 49.71 7093721.3 39.11 5580357
877 52.17 7436377.9 53.05 7560706.1 49.72 7086773.5 39.11 5574136
878 52.18 7428743.0 53.05 7552813.9 49.73 7079839.2 39.11 5567928
879 52.19 7421123.8 53.06 7544938.2 49.74 7072918.6 39.11 5561735
880 52.19 7413520.2 53.06 7537078.9 49.74 7066011.4 39.11 5555555
881 52.20 7405932.1 53.07 7529235.9 49.75 7059117.8 39.11 5549389
882 52.20 7398359.6 53.07 7521409.3 49.76 7052237.5 39.11 5543237
883 52.21 7390802.6 53.08 7513598.9 49.77 7045370.7 39.11 5537098
884 52.21 7383260.9 53.08 7505804.7 49.78 7038517.2 39.12 5530973
885 52.22 7375734.7 53.09 7498026.6 49.78 7031677.1 39.12 5524861
886 52.23 7368223.7 53.09 7490264.7 49.79 7024850.2 39.12 5518763
887 52.23 7360728.1 53.10 7482518.8 49.80 7018036.6 39.12 5512679
888 52.24 7353247.7 53.10 7474788.9 49.81 7011236.1 39.12 5506607
889 52.24 7345782.4 53.11 7467075.0 49.82 7004448.9 39.12 5500550
890 52.25 7338332.4 53.11 7459377.0 49.82 6997674.8 39.12 5494505
891 52.25 7330897.4 53.12 7451694.9 49.83 6990913.7 39.12 5488474
892 52.26 7323477.4 53.12 7444028.5 49.84 6984165.7 39.12 5482456
893 52.27 7316072.5 53.13 7436377.9 49.85 6977430.8 39.12 5476451
894 52.27 7308682.5 53.13 7428743.0 49.85 6970708.8 39.12 5470459
895 52.28 7301307.5 53.14 7421123.8 49.86 6963999.7 39.13 5464480
896 52.28 7293947.3 53.14 7413520.2 49.87 6957303.6 39.13 5458515
897 52.29 7286601.9 53.14 7405932.1 49.88 6950620.3 39.13 5452562
898 52.29 7279271.3 53.15 7398359.6 49.89 6943949.8 39.13 5446623
899 52.30 7271955.5 53.15 7390802.6 49.89 6937292.1 39.13 5440696
900 52.31 7264654.3 53.16 7383260.9 49.90 6930647.2 39.13 5434782
901 52.31 7257367.8 53.16 7375734.7 49.91 6924015.0 39.13 5428881
902 52.32 7250095.9 53.17 7368223.7 49.92 6917395.5 39.13 5422993
903 52.32 7242838.5 53.17 7360728.1 49.92 6910788.6 39.13 5417118
904 52.33 7235595.7 53.18 7353247.7 49.93 6904194.4 39.13 5411255
905 52.33 7228367.3 53.18 7345782.4 49.94 6897612.7 39.14 5405405
906 52.34 7221153.4 53.19 7338332.4 49.95 6891043.5 39.14 5399568
907 52.34 7213953.8 53.19 7330897.4 49.95 6884486.9 39.14 5393743
908 52.35 7206768.6 53.20 7323477.4 49.96 6877942.7 39.14 5387931
909 52.36 7199597.7 53.20 7316072.5 49.97 6871410.9 39.14 5382131
910 52.36 7192441.1 53.21 7308682.5 49.98 6864891.6 39.14 5376344
911 52.37 7185298.6 53.21 7301307.5 49.98 6858384.6 39.14 5370569
912 52.37 7178170.3 53.22 7293947.3 49.99 6851889.9 39.14 5364806
913 52.38 7171056.2 53.22 7286601.9 50.00 6845407.5 39.14 5359056
914 52.38 7163956.1 53.23 7279271.3 50.01 6838937.3 39.14 5353319
915 52.39 7156870.1 53.23 7271955.5 50.01 6832479.4 39.14 5347593
916 52.39 7149798.1 53.24 7264654.3 50.02 6826033.7 39.15 5341880
917 52.40 7142740.1 53.24 7257367.8 50.03 6819600.1 39.15 5336179
918 52.40 7135696.0 53.24 7250095.9 50.04 6813178.6 39.15 5330490
919 52.41 7128665.7 53.25 7242838.5 50.04 6806769.2 39.15 5324813
920 52.42 7121649.3 53.25 7235595.7 50.05 6800371.9 39.15 5319148
921 52.42 7114646.7 53.26 7228367.3 50.06 6793986.6 39.15 5313496
922 52.43 7107657.9 53.26 7221153.4 50.07 6787613.2 39.15 5307855
923 52.43 7100682.7 53.27 7213953.8 50.07 6781251.8 39.15 5302226
924 52.44 7093721.3 53.27 7206768.6 50.08 6774902.3 39.15 5296610
925 52.44 7086773.5 53.28 7199597.7 50.09 6768564.7 39.15 5291005
926 52.45 7079839.2 53.28 7192441.1 50.09 6762239.0 39.15 5285412
927 52.45 7072918.6 53.29 7185298.6 50.10 6755925.0 39.16 5279831
928 52.46 7066011.4 53.29 7178170.3 50.11 6749622.9 39.16 5274261
929 52.46 7059117.8 53.30 7171056.2 50.12 6743332.4 39.16 5268703
930 52.47 7052237.5 53.30 7163956.1 50.12 6737053.7 39.16 5263157
931 52.47 7045370.7 53.30 7156870.1 50.13 6730786.7 39.16 5257623
932 52.48 7038517.2 53.31 7149798.1 50.14 6724531.3 39.16 5252100
933 52.48 7031677.1 53.31 7142740.1 50.15 6718287.6 39.16 5246589
934 52.49 7024850.2 53.32 7135696.0 50.15 6712055.4 39.16 5241090
935 52.49 7018036.6 53.32 7128665.7 50.16 6705834.8 39.16 5235602
936 52.50 7011236.1 53.33 7121649.3 50.17 6699625.7 39.16 5230125
937 52.51 7004448.9 53.33 7114646.7 50.17 6693428.0 39.16 5224660
938 52.51 6997674.8 53.34 7107657.9 50.18 6687241.9 39.16 5219206
939 52.52 6990913.7 53.34 7100682.7 50.19 6681067.1 39.17 5213764
940 52.52 6984165.7 53.34 7093721.3 50.20 6674903.8 39.17 5208333
941 52.53 6977430.8 53.35 7086773.5 50.20 6668751.8 39.17 5202913
942 52.53 6970708.8 53.35 7079839.2 50.21 6662611.1 39.17 5197505
943 52.54 6963999.7 53.36 7072918.6 50.22 6656481.8 39.17 5192107
944 52.54 6957303.6 53.36 7066011.4 50.22 6650363.7 39.17 5186721
945 52.55 6950620.3 53.37 7059117.8 50.23 6644256.8 39.17 5181347
946 52.55 6943949.8 53.37 7052237.5 50.24 6638161.2 39.17 5175983
947 52.56 6937292.1 53.38 7045370.7 50.24 6632076.7 39.17 5170630
948 52.56 6930647.2 53.38 7038517.2 50.25 6626003.4 39.17 5165289
949 52.57 6924015.0 53.38 7031677.1 50.26 6619941.2 39.17 5159958
950 52.57 6917395.5 53.39 7024850.2 50.27 6613890.0 39.18 5154639
951 52.58 6910788.6 53.39 7018036.6 50.27 6607850.0 39.18 5149330
952 52.58 6904194.4 53.40 7011236.1 50.28 6601820.9 39.18 5144032
953 52.59 6897612.7 53.40 7004448.9 50.29 6595802.8 39.18 5138746
954 52.59 6891043.5 53.41 6997674.8 50.29 6589795.7 39.18 5133470
955 52.60 6884486.9 53.41 6990913.7 50.30 6583799.5 39.18 5128205
956 52.60 6877942.7 53.41 6984165.7 50.31 6577814.3 39.18 5122950
957 52.61 6871410.9 53.42 6977430.8 50.31 6571839.9 39.18 5117707
958 52.61 6864891.6 53.42 6970708.8 50.32 6565876.3 39.18 5112474
959 52.62 6858384.6 53.43 6963999.7 50.33 6559923.6 39.18 5107252
960 52.62 6851889.9 53.43 6957303.6 50.33 6553981.6 39.18 5102040
961 52.63 6845407.5 53.44 6950620.3 50.34 6548050.4 39.18 5096839
962 52.63 6838937.3 53.44 6943949.8 50.35 6542129.9 39.19 5091649
963 52.64 6832479.4 53.44 6937292.1 50.36 6536220.1 39.19 5086469
964 52.64 6826033.7 53.45 6930647.2 50.36 6530321.0 39.19 5081300
965 52.65 6819600.1 53.45 6924015.0 50.37 6524432.6 39.19 5076142
966 52.65 6813178.6 53.46 6917395.5 50.38 6518554.7 39.19 5070993
967 52.66 6806769.2 53.46 6910788.6 50.38 6512687.4 39.19 5065856
968 52.66 6800371.9 53.47 6904194.4 50.39 6506830.7 39.19 5060728
969 52.67 6793986.6 53.47 6897612.7 50.40 6500984.5 39.19 5055611
970 52.67 6787613.2 53.47 6891043.5 50.40 6495148.7 39.19 5050505
971 52.68 6781251.8 53.48 6884486.9 50.41 6489323.5 39.19 5045408
972 52.68 6774902.3 53.48 6877942.7 50.42 6483508.7 39.19 5040322
973 52.69 6768564.7 53.49 6871410.9 50.42 6477704.3 39.19 5035246
974 52.69 6762239.0 53.49 6864891.6 50.43 6471910.3 39.20 5030181
975 52.70 6755925.0 53.50 6858384.6 50.44 6466126.6 39.20 5025125
976 52.70 6749622.9 53.50 6851889.9 50.44 6460353.3 39.20 5020080
977 52.71 6743332.4 53.50 6845407.5 50.45 6454590.3 39.20 5015045
978 52.71 6737053.7 53.51 6838937.3 50.46 6448837.5 39.20 5010020
979 52.72 6730786.7 53.51 6832479.4 50.46 6443095.0 39.20 5005005
980 52.72 6724531.3 53.52 6826033.7 50.47 6437362.7 39.20 5000000
981 52.73 6718287.6 53.52 6819600.1 50.48 6431640.6 39.20 4995004
982 52.73 6712055.4 53.52 6813178.6 50.48 6425928.7 39.20 4990019
983 52.73 6705834.8 53.53 6806769.2 50.49 6420226.9 39.20 4985044
984 52.74 6699625.7 53.53 6800371.9 50.50 6414535.2 39.20 4980079
985 52.74 6693428.0 53.54 6793986.6 50.50 6408853.6 39.20 4975124
986 52.75 6687241.9 53.54 6787613.2 50.51 6403182.0 39.20 4970178
987 52.75 6681067.1 53.54 6781251.8 50.51 6397520.5 39.21 4965243
988 52.76 6674903.8 53.55 6774902.3 50.52 6391869.0 39.21 4960317
989 52.76 6668751.8 53.55 6768564.7 50.53 6386227.5 39.21 4955401
990 52.77 6662611.1 53.56 6762239.0 50.53 6380595.9 39.21 4950495
991 52.77 6656481.8 53.56 6755925.0 50.54 6374974.2 39.21 4945598
992 52.78 6650363.7 53.57 6749622.9 50.55 6369362.4 39.21 4940711
993 52.78 6644256.8 53.57 6743332.4 50.55 6363760.5 39.21 4935834
994 52.79 6638161.2 53.57 6737053.7 50.56 6358168.5 39.21 4930966
995 52.79 6632076.7 53.58 6730786.7 50.57 6352586.2 39.21 4926108
996 52.80 6626003.4 53.58 6724531.3 50.57 6347013.8 39.21 4921259
997 52.80 6619941.2 53.59 6718287.6 50.58 6341451.1 39.21 4916420
998 52.81 6613890.0 53.59 6712055.4 50.59 6335898.2 39.21 4911591
999 52.81 6607850.0 53.59 6705834.8 50.59 6330354.9 39.21 4906771
1000 52.81 6601820.9 53.60 6699625.7 50.60 6324821.4 39.22 4901960
1001 52.82 6595802.8 53.60 6693428.0 50.60 6319297.6 39.22 4897159
1002 52.82 6589795.7 53.60 6687241.9 50.61 6313783.3 39.22 4892367
1003 52.83 6583799.5 53.61 6681067.1 50.62 6308278.7 39.22 4887585
1004 52.83 6577814.3 53.61 6674903.8 50.62 6302783.7 39.22 4882812
1005 52.84 6571839.9 53.62 6668751.8 50.63 6297298.3 39.22 4878048
1006 52.84 6565876.3 53.62 6662611.1 50.64 6291822.4 39.22 4873294
1007 52.85 6559923.6 53.62 6656481.8 50.64 6286356.0 39.22 4868549
1008 52.85 6553981.6 53.63 6650363.7 50.65 6280899.0 39.22 4863813
1009 52.86 6548050.4 53.63 6644256.8 50.66 6275451.6 39.22 4859086
1010 52.86 6542129.9 53.64 6638161.2 50.66 6270013.6 39.22 4854368
1011 52.86 6536220.1 53.64 6632076.7 50.67 6264585.0 39.22 4849660
1012 52.87 6530321.0 53.64 6626003.4 50.67 6259165.8 39.22 4844961
1013 52.87 6524432.6 53.65 6619941.2 50.68 6253756.0 39.23 4840271
1014 52.88 6518554.7 53.65 6613890.0 50.69 6248355.5 39.23 4835589
1015 52.88 6512687.4 53.66 6607850.0 50.69 6242964.4 39.23 4830917
1016 52.89 6506830.7 53.66 6601820.9 50.70 6237582.5 39.23 4826254
1017 52.89 6500984.5 53.66 6595802.8 50.71 6232209.9 39.23 4821600
1018 52.90 6495148.7 53.67 6589795.7 50.71 6226846.6 39.23 4816955
1019 52.90 6489323.5 53.67 6583799.5 50.72 6221492.4 39.23 4812319
1020 52.91 6483508.7 53.67 6577814.3 50.72 6216147.5 39.23 4807692
1021 52.91 6477704.3 53.68 6571839.9 50.73 6210811.8 39.23 4803073
1022 52.91 6471910.3 53.68 6565876.3 50.74 6205485.2 39.23 4798464
1023 52.92 6466126.6 53.69 6559923.6 50.74 6200167.7 39.23 4793863
1024 52.92 6460353.3 53.69 6553981.6 50.75 6194859.3 39.23 4789272
1025 51.82 6319297.6 52.74 6431640.6 48.75 5945436.1 39.23 4784688
1026 51.82 6313783.3 52.74 6425928.7 48.76 5940554.8 39.24 4780114
1027 51.83 6308278.7 52.75 6420226.9 48.77 5935681.5 39.24 4775549
1028 51.83 6302783.7 52.75 6414535.2 48.78 5930816.2 39.24 4770992
1029 51.84 6297298.3 52.76 6408853.6 48.78 5925958.8 39.24 4766444
